date,use,demand (TWh)
2025-06-19,"NTS Energy Offtaken, Powerstations Total",0.331453075
2025-06-18,"NTS Energy Offtaken, Industrial Offtake Total",0.033109998
2025-06-18,"NTS Energy Offtaken, LDZ Offtake Total",0.56065981
2025-06-18,"NTS Energy Offtaken, Powerstations Total",0.37846191
2025-06-17,"NTS Energy Offtaken, Industrial Offtake Total",0.025797942
2025-06-17,"NTS Energy Offtaken, LDZ Offtake Total",0.541815909
2025-06-17,"NTS Energy Offtaken, Powerstations Total",0.285437159
2025-06-16,"NTS Energy Offtaken, Industrial Offtake Total",0.030746413
2025-06-16,"NTS Energy Offtaken, LDZ Offtake Total",0.548987352
2025-06-16,"NTS Energy Offtaken, Powerstations Total",0.231162152
2025-06-15,"NTS Energy Offtaken, Industrial Offtake Total",0.022458549
2025-06-15,"NTS Energy Offtaken, LDZ Offtake Total",0.493305888
2025-06-15,"NTS Energy Offtaken, Powerstations Total",0.198582796
2025-06-14,"NTS Energy Offtaken, Industrial Offtake Total",0.023651401
2025-06-14,"NTS Energy Offtaken, LDZ Offtake Total",0.480550561
2025-06-14,"NTS Energy Offtaken, Powerstations Total",0.161851684
2025-06-13,"NTS Energy Offtaken, Industrial Offtake Total",0.02379276
2025-06-13,"NTS Energy Offtaken, LDZ Offtake Total",0.514600866
2025-06-13,"NTS Energy Offtaken, Powerstations Total",0.297309609
2025-06-12,"NTS Energy Offtaken, Industrial Offtake Total",0.025661819
2025-06-12,"NTS Energy Offtaken, LDZ Offtake Total",0.567141577
2025-06-12,"NTS Energy Offtaken, Powerstations Total",0.262401938
2025-06-11,"NTS Energy Offtaken, Industrial Offtake Total",0.025550237
2025-06-11,"NTS Energy Offtaken, LDZ Offtake Total",0.591439803
2025-06-11,"NTS Energy Offtaken, Powerstations Total",0.294096643
2025-06-10,"NTS Energy Offtaken, Industrial Offtake Total",0.024863488
2025-06-10,"NTS Energy Offtaken, LDZ Offtake Total",0.642974278
2025-06-10,"NTS Energy Offtaken, Powerstations Total",0.298395435
2025-06-09,"NTS Energy Offtaken, Industrial Offtake Total",0.023954927
2025-06-09,"NTS Energy Offtaken, LDZ Offtake Total",0.701719763
2025-06-09,"NTS Energy Offtaken, Powerstations Total",0.267766183
2025-06-08,"NTS Energy Offtaken, Industrial Offtake Total",0.021398043
2025-06-08,"NTS Energy Offtaken, LDZ Offtake Total",0.675172669
2025-06-08,"NTS Energy Offtaken, Powerstations Total",0.174710946
2025-06-07,"NTS Energy Offtaken, Industrial Offtake Total",0.026083433
2025-06-07,"NTS Energy Offtaken, LDZ Offtake Total",0.683515848
2025-06-07,"NTS Energy Offtaken, Powerstations Total",0.255711681
2025-06-06,"NTS Energy Offtaken, Industrial Offtake Total",0.022931389
2025-06-06,"NTS Energy Offtaken, LDZ Offtake Total",0.685681541
2025-06-06,"NTS Energy Offtaken, Powerstations Total",0.246842779
2025-06-05,"NTS Energy Offtaken, Industrial Offtake Total",0.030485164
2025-06-05,"NTS Energy Offtaken, LDZ Offtake Total",0.714201333
2025-06-05,"NTS Energy Offtaken, Powerstations Total",0.231632103
2025-06-04,"NTS Energy Offtaken, Industrial Offtake Total",0.023639738
2025-06-04,"NTS Energy Offtaken, LDZ Offtake Total",0.680900938
2025-06-04,"NTS Energy Offtaken, Powerstations Total",0.25309801
2025-06-03,"NTS Energy Offtaken, Industrial Offtake Total",0.021602328
2025-06-03,"NTS Energy Offtaken, LDZ Offtake Total",0.66567036
2025-06-03,"NTS Energy Offtaken, Powerstations Total",0.19105546
2025-06-02,"NTS Energy Offtaken, Industrial Offtake Total",0.029843126
2025-06-02,"NTS Energy Offtaken, LDZ Offtake Total",0.602980195
2025-06-02,"NTS Energy Offtaken, Powerstations Total",0.225710135
2025-06-01,"NTS Energy Offtaken, Industrial Offtake Total",0.028430373
2025-06-01,"NTS Energy Offtaken, LDZ Offtake Total",0.551454155
2025-06-01,"NTS Energy Offtaken, Powerstations Total",0.145911267
2025-05-31,"NTS Energy Offtaken, Industrial Offtake Total",0.028619842
2025-05-31,"NTS Energy Offtaken, LDZ Offtake Total",0.527694508
2025-05-31,"NTS Energy Offtaken, Powerstations Total",0.162206668
2025-05-30,"NTS Energy Offtaken, Industrial Offtake Total",0.030423344
2025-05-30,"NTS Energy Offtaken, LDZ Offtake Total",0.572982133
2025-05-30,"NTS Energy Offtaken, Powerstations Total",0.251967571
2025-05-29,"NTS Energy Offtaken, Industrial Offtake Total",0.027109971
2025-05-29,"NTS Energy Offtaken, LDZ Offtake Total",0.606875613
2025-05-29,"NTS Energy Offtaken, Powerstations Total",0.09558682
2025-05-28,"NTS Energy Offtaken, Industrial Offtake Total",0.031358183
2025-05-28,"NTS Energy Offtaken, LDZ Offtake Total",0.669782066
2025-05-28,"NTS Energy Offtaken, Powerstations Total",0.248032396
2025-05-27,"NTS Energy Offtaken, Industrial Offtake Total",0.03318152
2025-05-27,"NTS Energy Offtaken, LDZ Offtake Total",0.771562155
2025-05-27,"NTS Energy Offtaken, Powerstations Total",0.248150705
2025-05-26,"NTS Energy Offtaken, Industrial Offtake Total",0.028331982
2025-05-26,"NTS Energy Offtaken, LDZ Offtake Total",0.673181405
2025-05-26,"NTS Energy Offtaken, Powerstations Total",0.137143775
2025-05-25,"NTS Energy Offtaken, Industrial Offtake Total",0.029048075
2025-05-25,"NTS Energy Offtaken, LDZ Offtake Total",0.58157668
2025-05-25,"NTS Energy Offtaken, Powerstations Total",0.148578538
2025-05-24,"NTS Energy Offtaken, Industrial Offtake Total",0.026426517
2025-05-24,"NTS Energy Offtaken, LDZ Offtake Total",0.567477743
2025-05-24,"NTS Energy Offtaken, Powerstations Total",0.126835443
2025-05-23,"NTS Energy Offtaken, Industrial Offtake Total",0.03177398
2025-05-23,"NTS Energy Offtaken, LDZ Offtake Total",0.674570876
2025-05-23,"NTS Energy Offtaken, Powerstations Total",0.273102689
2025-05-22,"NTS Energy Offtaken, Industrial Offtake Total",0.032777865
2025-05-22,"NTS Energy Offtaken, LDZ Offtake Total",0.73372853
2025-05-22,"NTS Energy Offtaken, Powerstations Total",0.295897494
2025-05-21,"NTS Energy Offtaken, Industrial Offtake Total",0.031863901
2025-05-21,"NTS Energy Offtaken, LDZ Offtake Total",0.661659051
2025-05-21,"NTS Energy Offtaken, Powerstations Total",0.27803557
2025-05-20,"NTS Energy Offtaken, Industrial Offtake Total",0.029325584
2025-05-20,"NTS Energy Offtaken, LDZ Offtake Total",0.653418205
2025-05-20,"NTS Energy Offtaken, Powerstations Total",0.421125269
2025-05-19,"NTS Energy Offtaken, Industrial Offtake Total",0.032449552
2025-05-19,"NTS Energy Offtaken, LDZ Offtake Total",0.689359015
2025-05-19,"NTS Energy Offtaken, Powerstations Total",0.415072368
2025-05-18,"NTS Energy Offtaken, Industrial Offtake Total",0.026749931
2025-05-18,"NTS Energy Offtaken, LDZ Offtake Total",0.632101877
2025-05-18,"NTS Energy Offtaken, Powerstations Total",0.279213913
2025-05-17,"NTS Energy Offtaken, Industrial Offtake Total",0.026110049
2025-05-17,"NTS Energy Offtaken, LDZ Offtake Total",0.618649617
2025-05-17,"NTS Energy Offtaken, Powerstations Total",0.21564223
2025-05-16,"NTS Energy Offtaken, Industrial Offtake Total",0.02663196
2025-05-16,"NTS Energy Offtaken, LDZ Offtake Total",0.673636605
2025-05-16,"NTS Energy Offtaken, Powerstations Total",0.207177082
2025-05-15,"NTS Energy Offtaken, Industrial Offtake Total",0.030616187
2025-05-15,"NTS Energy Offtaken, LDZ Offtake Total",0.777987227
2025-05-15,"NTS Energy Offtaken, Powerstations Total",0.298527808
2025-05-14,"NTS Energy Offtaken, Industrial Offtake Total",0.026736268
2025-05-14,"NTS Energy Offtaken, LDZ Offtake Total",0.643174588
2025-05-14,"NTS Energy Offtaken, Powerstations Total",0.185328566
2025-05-13,"NTS Energy Offtaken, Industrial Offtake Total",0.028083127
2025-05-13,"NTS Energy Offtaken, LDZ Offtake Total",0.617846199
2025-05-13,"NTS Energy Offtaken, Powerstations Total",0.314078396
2025-05-12,"NTS Energy Offtaken, Industrial Offtake Total",0.027566794
2025-05-12,"NTS Energy Offtaken, LDZ Offtake Total",0.607446484
2025-05-12,"NTS Energy Offtaken, Powerstations Total",0.301502992
2025-05-11,"NTS Energy Offtaken, Industrial Offtake Total",0.023826295
2025-05-11,"NTS Energy Offtaken, LDZ Offtake Total",0.564329451
2025-05-11,"NTS Energy Offtaken, Powerstations Total",0.173912781
2025-05-10,"NTS Energy Offtaken, Industrial Offtake Total",0.027271889
2025-05-10,"NTS Energy Offtaken, LDZ Offtake Total",0.599461635
2025-05-10,"NTS Energy Offtaken, Powerstations Total",0.184090043
2025-05-09,"NTS Energy Offtaken, Industrial Offtake Total",0.029377476
2025-05-09,"NTS Energy Offtaken, LDZ Offtake Total",0.777485032
2025-05-09,"NTS Energy Offtaken, Powerstations Total",0.34463721
2025-05-08,"NTS Energy Offtaken, Industrial Offtake Total",0.03039675
2025-05-08,"NTS Energy Offtaken, LDZ Offtake Total",0.925708941
2025-05-08,"NTS Energy Offtaken, Powerstations Total",0.537021599
2025-05-07,"NTS Energy Offtaken, Industrial Offtake Total",0.029275162
2025-05-07,"NTS Energy Offtaken, LDZ Offtake Total",0.909297498
2025-05-07,"NTS Energy Offtaken, Powerstations Total",0.506877223
2025-05-06,"NTS Energy Offtaken, Industrial Offtake Total",0.029504397
2025-05-06,"NTS Energy Offtaken, LDZ Offtake Total",0.971305776
2025-05-06,"NTS Energy Offtaken, Powerstations Total",0.46369731
2025-05-05,"NTS Energy Offtaken, Industrial Offtake Total",0.028900405
2025-05-05,"NTS Energy Offtaken, LDZ Offtake Total",0.985508943
2025-05-05,"NTS Energy Offtaken, Powerstations Total",0.281467749
2025-05-04,"NTS Energy Offtaken, Industrial Offtake Total",0.026202358
2025-05-04,"NTS Energy Offtaken, LDZ Offtake Total",0.774176204
2025-05-04,"NTS Energy Offtaken, Powerstations Total",0.161599786
2025-05-03,"NTS Energy Offtaken, Industrial Offtake Total",0.026190276
2025-05-03,"NTS Energy Offtaken, LDZ Offtake Total",0.611234318
2025-05-03,"NTS Energy Offtaken, Powerstations Total",0.152813552
2025-05-02,"NTS Energy Offtaken, Industrial Offtake Total",0.028690552
2025-05-02,"NTS Energy Offtaken, LDZ Offtake Total",0.60321293
2025-05-02,"NTS Energy Offtaken, Powerstations Total",0.333275412
2025-05-01,"NTS Energy Offtaken, Industrial Offtake Total",0.026839274
2025-05-01,"NTS Energy Offtaken, LDZ Offtake Total",0.592484622
2025-05-01,"NTS Energy Offtaken, Powerstations Total",0.437023447
2025-04-30,"NTS Energy Offtaken, Industrial Offtake Total",0.028475702
2025-04-30,"NTS Energy Offtaken, LDZ Offtake Total",0.631272173
2025-04-30,"NTS Energy Offtaken, Powerstations Total",0.496408944
2025-04-29,"NTS Energy Offtaken, Industrial Offtake Total",0.029109104
2025-04-29,"NTS Energy Offtaken, LDZ Offtake Total",0.674116631
2025-04-29,"NTS Energy Offtaken, Powerstations Total",0.52510985
2025-04-28,"NTS Energy Offtaken, Industrial Offtake Total",0.032728519
2025-04-28,"NTS Energy Offtaken, LDZ Offtake Total",0.720080989
2025-04-28,"NTS Energy Offtaken, Powerstations Total",0.480004533
2025-04-27,"NTS Energy Offtaken, Industrial Offtake Total",0.033094562
2025-04-27,"NTS Energy Offtaken, LDZ Offtake Total",0.762201492
2025-04-27,"NTS Energy Offtaken, Powerstations Total",0.212781012
2025-04-26,"NTS Energy Offtaken, Industrial Offtake Total",0.034938663
2025-04-26,"NTS Energy Offtaken, LDZ Offtake Total",0.894730383
2025-04-26,"NTS Energy Offtaken, Powerstations Total",0.271853136
2025-04-25,"NTS Energy Offtaken, Industrial Offtake Total",0.037845341
2025-04-25,"NTS Energy Offtaken, LDZ Offtake Total",1.015040639
2025-04-25,"NTS Energy Offtaken, Powerstations Total",0.462932068
2025-04-24,"NTS Energy Offtaken, Industrial Offtake Total",0.036338562
2025-04-24,"NTS Energy Offtaken, LDZ Offtake Total",1.02553198
2025-04-24,"NTS Energy Offtaken, Powerstations Total",0.537535265
2025-04-23,"NTS Energy Offtaken, Industrial Offtake Total",0.036354133
2025-04-23,"NTS Energy Offtaken, LDZ Offtake Total",1.098266767
2025-04-23,"NTS Energy Offtaken, Powerstations Total",0.638063286
2025-04-22,"NTS Energy Offtaken, Industrial Offtake Total",0.034714979
2025-04-22,"NTS Energy Offtaken, LDZ Offtake Total",0.997206803
2025-04-22,"NTS Energy Offtaken, Powerstations Total",0.527237367
2025-04-21,"NTS Energy Offtaken, Industrial Offtake Total",0.035902248
2025-04-21,"NTS Energy Offtaken, LDZ Offtake Total",1.088827491
2025-04-21,"NTS Energy Offtaken, Powerstations Total",0.502125393
2025-04-20,"NTS Energy Offtaken, Industrial Offtake Total",0.036185298
2025-04-20,"NTS Energy Offtaken, LDZ Offtake Total",0.997258288
2025-04-20,"NTS Energy Offtaken, Powerstations Total",0.314920377
2025-04-19,"NTS Energy Offtaken, Industrial Offtake Total",0.033722904
2025-04-19,"NTS Energy Offtaken, LDZ Offtake Total",1.02472105
2025-04-19,"NTS Energy Offtaken, Powerstations Total",0.196180876
2025-04-18,"NTS Energy Offtaken, Industrial Offtake Total",0.030504429
2025-04-18,"NTS Energy Offtaken, LDZ Offtake Total",1.116298506
2025-04-18,"NTS Energy Offtaken, Powerstations Total",0.159947598
2025-04-17,"NTS Energy Offtaken, Industrial Offtake Total",0.028535568
2025-04-17,"NTS Energy Offtaken, LDZ Offtake Total",1.145112378
2025-04-17,"NTS Energy Offtaken, Powerstations Total",0.431319768
2025-04-16,"NTS Energy Offtaken, Industrial Offtake Total",0.027226659
2025-04-16,"NTS Energy Offtaken, LDZ Offtake Total",1.249599486
2025-04-16,"NTS Energy Offtaken, Powerstations Total",0.231130625
2025-04-15,"NTS Energy Offtaken, Industrial Offtake Total",0.02615415
2025-04-15,"NTS Energy Offtaken, LDZ Offtake Total",1.131673661
2025-04-15,"NTS Energy Offtaken, Powerstations Total",0.439502073
2025-04-14,"NTS Energy Offtaken, Industrial Offtake Total",0.023321731
2025-04-14,"NTS Energy Offtaken, LDZ Offtake Total",1.078353634
2025-04-14,"NTS Energy Offtaken, Powerstations Total",0.291422262
2025-04-13,"NTS Energy Offtaken, Industrial Offtake Total",0.022582676
2025-04-13,"NTS Energy Offtaken, LDZ Offtake Total",0.863347298
2025-04-13,"NTS Energy Offtaken, Powerstations Total",0.176490783
2025-04-12,"NTS Energy Offtaken, Industrial Offtake Total",0.023436637
2025-04-12,"NTS Energy Offtaken, LDZ Offtake Total",0.746712548
2025-04-12,"NTS Energy Offtaken, Powerstations Total",0.18510661
2025-04-11,"NTS Energy Offtaken, Industrial Offtake Total",0.024904604
2025-04-11,"NTS Energy Offtaken, LDZ Offtake Total",0.908942852
2025-04-11,"NTS Energy Offtaken, Powerstations Total",0.386364499
2025-04-10,"NTS Energy Offtaken, Industrial Offtake Total",0.026928642
2025-04-10,"NTS Energy Offtaken, LDZ Offtake Total",1.07953939
2025-04-10,"NTS Energy Offtaken, Powerstations Total",0.41695369
2025-04-09,"NTS Energy Offtaken, Industrial Offtake Total",0.028270486
2025-04-09,"NTS Energy Offtaken, LDZ Offtake Total",1.211272732
2025-04-09,"NTS Energy Offtaken, Powerstations Total",0.501037416
2025-04-08,"NTS Energy Offtaken, Industrial Offtake Total",0.027469407
2025-04-08,"NTS Energy Offtaken, LDZ Offtake Total",1.148328789
2025-04-08,"NTS Energy Offtaken, Powerstations Total",0.636419516
2025-04-07,"NTS Energy Offtaken, Industrial Offtake Total",0.026523709
2025-04-07,"NTS Energy Offtaken, LDZ Offtake Total",1.152779271
2025-04-07,"NTS Energy Offtaken, Powerstations Total",0.603785439
2025-04-06,"NTS Energy Offtaken, Industrial Offtake Total",0.02318822
2025-04-06,"NTS Energy Offtaken, LDZ Offtake Total",1.062866235
2025-04-06,"NTS Energy Offtaken, Powerstations Total",0.283512876
2025-04-05,"NTS Energy Offtaken, Industrial Offtake Total",0.02151412
2025-04-05,"NTS Energy Offtaken, LDZ Offtake Total",1.031671006
2025-04-05,"NTS Energy Offtaken, Powerstations Total",0.153615713
2025-04-04,"NTS Energy Offtaken, Industrial Offtake Total",0.023391982
2025-04-04,"NTS Energy Offtaken, LDZ Offtake Total",0.987380473
2025-04-04,"NTS Energy Offtaken, Powerstations Total",0.20886599
2025-04-03,"NTS Energy Offtaken, Industrial Offtake Total",0.026009166
2025-04-03,"NTS Energy Offtaken, LDZ Offtake Total",1.095762073
2025-04-03,"NTS Energy Offtaken, Powerstations Total",0.219626814
2025-04-02,"NTS Energy Offtaken, Industrial Offtake Total",0.024271774
2025-04-02,"NTS Energy Offtaken, LDZ Offtake Total",1.159126155
2025-04-02,"NTS Energy Offtaken, Powerstations Total",0.164850784
2025-04-01,"NTS Energy Offtaken, Industrial Offtake Total",0.02468408
2025-04-01,"NTS Energy Offtaken, LDZ Offtake Total",1.146700815
2025-04-01,"NTS Energy Offtaken, Powerstations Total",0.230867202
2025-03-31,"NTS Energy Offtaken, Industrial Offtake Total",0.027578326
2025-03-31,"NTS Energy Offtaken, LDZ Offtake Total",1.160571187
2025-03-31,"NTS Energy Offtaken, Powerstations Total",0.56353033
2025-03-30,"NTS Energy Offtaken, Industrial Offtake Total",0.025582399
2025-03-30,"NTS Energy Offtaken, LDZ Offtake Total",1.105821697
2025-03-30,"NTS Energy Offtaken, Powerstations Total",0.261447065
2025-03-29,"NTS Energy Offtaken, Industrial Offtake Total",0.02235796
2025-03-29,"NTS Energy Offtaken, LDZ Offtake Total",1.32728687
2025-03-29,"NTS Energy Offtaken, Powerstations Total",0.200607748
2025-03-28,"NTS Energy Offtaken, Industrial Offtake Total",0.027580728
2025-03-28,"NTS Energy Offtaken, LDZ Offtake Total",1.301820513
2025-03-28,"NTS Energy Offtaken, Powerstations Total",0.276580114
2025-03-27,"NTS Energy Offtaken, Industrial Offtake Total",0.027956048
2025-03-27,"NTS Energy Offtaken, LDZ Offtake Total",1.219368786
2025-03-27,"NTS Energy Offtaken, Powerstations Total",0.289245697
2025-03-26,"NTS Energy Offtaken, Industrial Offtake Total",0.029047756
2025-03-26,"NTS Energy Offtaken, LDZ Offtake Total",1.23182358
2025-03-26,"NTS Energy Offtaken, Powerstations Total",0.555362681
2025-03-25,"NTS Energy Offtaken, Industrial Offtake Total",0.029583836
2025-03-25,"NTS Energy Offtaken, LDZ Offtake Total",1.415119275
2025-03-25,"NTS Energy Offtaken, Powerstations Total",0.602756374
2025-03-24,"NTS Energy Offtaken, Industrial Offtake Total",0.031723438
2025-03-24,"NTS Energy Offtaken, LDZ Offtake Total",1.430660138
2025-03-24,"NTS Energy Offtaken, Powerstations Total",0.644994179
2025-03-23,"NTS Energy Offtaken, Industrial Offtake Total",0.03167492
2025-03-23,"NTS Energy Offtaken, LDZ Offtake Total",1.346481959
2025-03-23,"NTS Energy Offtaken, Powerstations Total",0.507805591
2025-03-22,"NTS Energy Offtaken, Industrial Offtake Total",0.029556218
2025-03-22,"NTS Energy Offtaken, LDZ Offtake Total",1.133330206
2025-03-22,"NTS Energy Offtaken, Powerstations Total",0.307175838
2025-03-21,"NTS Energy Offtaken, Industrial Offtake Total",0.025955396
2025-03-21,"NTS Energy Offtaken, LDZ Offtake Total",1.263987486
2025-03-21,"NTS Energy Offtaken, Powerstations Total",0.188993608
2025-03-20,"NTS Energy Offtaken, Industrial Offtake Total",0.027066933
2025-03-20,"NTS Energy Offtaken, LDZ Offtake Total",1.280472976
2025-03-20,"NTS Energy Offtaken, Powerstations Total",0.482950662
2025-03-19,"NTS Energy Offtaken, Industrial Offtake Total",0.041279497
2025-03-19,"NTS Energy Offtaken, LDZ Offtake Total",1.673345279
2025-03-19,"NTS Energy Offtaken, Powerstations Total",0.7494462
2025-03-18,"NTS Energy Offtaken, Industrial Offtake Total",0.027997038
2025-03-18,"NTS Energy Offtaken, LDZ Offtake Total",1.849178913
2025-03-18,"NTS Energy Offtaken, Powerstations Total",0.495505365
2025-03-17,"NTS Energy Offtaken, Industrial Offtake Total",0.02895184
2025-03-17,"NTS Energy Offtaken, LDZ Offtake Total",2.041894491
2025-03-17,"NTS Energy Offtaken, Powerstations Total",0.600162743
2025-03-16,"NTS Energy Offtaken, Industrial Offtake Total",0.027632962
2025-03-16,"NTS Energy Offtaken, LDZ Offtake Total",1.877237162
2025-03-16,"NTS Energy Offtaken, Powerstations Total",0.460864769
2025-03-15,"NTS Energy Offtaken, Industrial Offtake Total",0.028107794
